Date,Close
03/08/2018 16:00:00,63.03
06/08/2018 16:00:00,63.51
07/08/2018 16:00:00,64.24
08/08/2018 16:00:00,64.61
09/08/2018 16:00:00,64.11
10/08/2018 16:00:00,63.7
13/08/2018 16:00:00,64.03
14/08/2018 16:00:00,65.36
15/08/2018 16:00:00,64.77
16/08/2018 16:00:00,64.36
17/08/2018 16:00:00,61.21
20/08/2018 16:00:00,61.96
21/08/2018 16:00:00,63.33
22/08/2018 16:00:00,65.71
23/08/2018 16:00:00,66.71
24/08/2018 16:00:00,68.06
27/08/2018 16:00:00,68.97
28/08/2018 16:00:00,68.6
29/08/2018 16:00:00,69.62
30/08/2018 16:00:00,69.45
31/08/2018 16:00:00,70.17
04/09/2018 16:00:00,70.93
05/09/2018 16:00:00,69.61
06/09/2018 16:00:00,68.18
07/09/2018 16:00:00,67.97
10/09/2018 16:00:00,68.68
11/09/2018 16:00:00,68.2
12/09/2018 16:00:00,67.05
13/09/2018 16:00:00,67.83
14/09/2018 16:00:00,69.11
17/09/2018 16:00:00,68.48
18/09/2018 16:00:00,67.76
19/09/2018 16:00:00,68
20/09/2018 16:00:00,66.57
21/09/2018 16:00:00,65.86
24/09/2018 16:00:00,66.43
25/09/2018 16:00:00,67.1
26/09/2018 16:00:00,66.73
27/09/2018 16:00:00,66.85
28/09/2018 16:00:00,70.26
01/10/2018 16:00:00,72.34
02/10/2018 16:00:00,71.62
03/10/2018 16:00:00,71.68
04/10/2018 16:00:00,69.82
05/10/2018 16:00:00,67.47
08/10/2018 16:00:00,66.44
09/10/2018 16:00:00,66.39
10/10/2018 16:00:00,61.42
11/10/2018 16:00:00,58.78
12/10/2018 16:00:00,61.64
15/10/2018 16:00:00,58.85
16/10/2018 16:00:00,61.46
17/10/2018 16:00:00,60.77
18/10/2018 16:00:00,59.88
19/10/2018 16:00:00,57.29
22/10/2018 16:00:00,57.81
23/10/2018 16:00:00,55.27
24/10/2018 16:00:00,49.85
25/10/2018 16:00:00,51.96
26/10/2018 16:00:00,49.57
29/10/2018 16:00:00,46.41
30/10/2018 16:00:00,50.75
31/10/2018 16:00:00,52.71
01/11/2018 16:00:00,54.53
02/11/2018 16:00:00,53.73
05/11/2018 16:00:00,52.94
06/11/2018 16:00:00,52.77
07/11/2018 16:00:00,53.45
08/11/2018 16:00:00,51.5
09/11/2018 16:00:00,51.42
12/11/2018 16:00:00,47.39
13/11/2018 16:00:00,49.83
14/11/2018 16:00:00,49.3
15/11/2018 16:00:00,50.6
16/11/2018 16:00:00,41.11
19/11/2018 16:00:00,36.17
20/11/2018 16:00:00,37.27
21/11/2018 16:00:00,36.18
23/11/2018 13:00:00,36.25
26/11/2018 16:00:00,38.26
27/11/2018 16:00:00,38.43
28/11/2018 16:00:00,40.02
29/11/2018 16:00:00,39.34
30/11/2018 16:00:00,40.86
03/12/2018 16:00:00,42.51
04/12/2018 16:00:00,39.28
06/12/2018 16:00:00,39.57
07/12/2018 16:00:00,36.9
10/12/2018 16:00:00,37.97
11/12/2018 16:00:00,37.05
12/12/2018 16:00:00,37.23
13/12/2018 16:00:00,37.22
14/12/2018 16:00:00,36.61
17/12/2018 16:00:00,35.9
18/12/2018 16:00:00,36.74
19/12/2018 16:00:00,34.63
20/12/2018 16:00:00,33.78
21/12/2018 16:00:00,32.39
24/12/2018 13:00:00,31.77
26/12/2018 16:00:00,33.28
27/12/2018 16:00:00,32.79
28/12/2018 16:00:00,33.41
31/12/2018 16:00:00,33.38
02/01/2019 16:00:00,34.06
03/01/2019 16:00:00,32
04/01/2019 16:00:00,34.05
07/01/2019 16:00:00,35.85
08/01/2019 16:00:00,34.96
09/01/2019 16:00:00,35.65
10/01/2019 16:00:00,36.31
11/01/2019 16:00:00,37.21
14/01/2019 16:00:00,37.61
15/01/2019 16:00:00,37.47
16/01/2019 16:00:00,37.21
17/01/2019 16:00:00,37.93
18/01/2019 16:00:00,39.23
22/01/2019 16:00:00,37.19
23/01/2019 16:00:00,37.32
24/01/2019 16:00:00,39.46
25/01/2019 16:00:00,40.04
28/01/2019 16:00:00,34.5
29/01/2019 16:00:00,32.9
30/01/2019 16:00:00,34.35
31/01/2019 16:00:00,35.94
01/02/2019 16:00:00,36.18
04/02/2019 16:00:00,37.3
05/02/2019 16:00:00,37.49
06/02/2019 16:00:00,38.25
07/02/2019 16:00:00,36.85
08/02/2019 16:00:00,37.04
11/02/2019 16:00:00,36.61
12/02/2019 16:00:00,37.79
13/02/2019 16:00:00,38.22
14/02/2019 16:00:00,38.63
15/02/2019 16:00:00,39.34
19/02/2019 16:00:00,39.16
20/02/2019 16:00:00,39.64
21/02/2019 16:00:00,38.94
22/02/2019 16:00:00,39.8
25/02/2019 16:00:00,39.67
26/02/2019 16:00:00,39.28
27/02/2019 16:00:00,38.85
28/02/2019 16:00:00,38.57
01/03/2019 16:00:00,39.11
04/03/2019 16:00:00,39.2
05/03/2019 16:00:00,39.13
06/03/2019 16:00:00,38.01
07/03/2019 16:00:00,37.32
08/03/2019 16:00:00,37.66
11/03/2019 16:00:00,40.28
12/03/2019 16:00:00,40.63
13/03/2019 16:00:00,42.16
14/03/2019 16:00:00,41.39
15/03/2019 16:00:00,42.45
18/03/2019 16:00:00,42.24
19/03/2019 16:00:00,43.93
20/03/2019 16:00:00,43.6
21/03/2019 16:00:00,45.99
22/03/2019 16:00:00,44.38
25/03/2019 16:00:00,43.45
26/03/2019 16:00:00,44.22
27/03/2019 16:00:00,44.13
28/03/2019 16:00:00,44.31
29/03/2019 16:00:00,44.89
01/04/2019 16:00:00,45.57
02/04/2019 16:00:00,45.75
03/04/2019 16:00:00,47.16
04/04/2019 16:00:00,47.07
05/04/2019 16:00:00,47.74
08/04/2019 16:00:00,47.95
09/04/2019 16:00:00,47.32
10/04/2019 16:00:00,48.03
11/04/2019 16:00:00,47.89
12/04/2019 16:00:00,47.5
15/04/2019 16:00:00,46.18
16/04/2019 16:00:00,47.05
17/04/2019 16:00:00,46.82
18/04/2019 16:00:00,46.58
22/04/2019 16:00:00,47.12
23/04/2019 16:00:00,47.67
24/04/2019 16:00:00,47.79
25/04/2019 16:00:00,46.73
26/04/2019 16:00:00,44.52
29/04/2019 16:00:00,44.83
30/04/2019 16:00:00,45.25
01/05/2019 16:00:00,45.12
02/05/2019 16:00:00,45.8
03/05/2019 16:00:00,45.75
06/05/2019 16:00:00,44.96
07/05/2019 16:00:00,43.28
08/05/2019 16:00:00,43.48
09/05/2019 16:00:00,42.55
10/05/2019 16:00:00,42.21
